name,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
BOWERS,85.34,10.94,0.38,0.5,1.34,1.5
MUELLER,96.96,0.23,0.48,0.18,0.91,1.24
GLOVER,54.91,40.96,0.36,0.4,1.9,1.47
FLOYD,67.94,28.3,0.31,0.57,1.59,1.28
HARTMAN,95.42,1.5,0.44,0.38,1.05,1.2
BUCHANAN,79.92,15.91,0.48,0.56,1.57,1.57
COBB,72.07,24.24,0.35,0.65,1.48,1.2
FRENCH,87.74,7.65,0.49,1.04,1.56,1.52
KRAMER,96.47,0.28,0.46,0.25,1.08,1.46
MCCORMICK,89.1,7.24,0.41,0.43,1.3,1.52
CLARKE,66.14,28.18,0.52,0.4,2.29,2.46
TYLER,64.08,30.74,0.43,1.37,1.8,1.58
GIBBS,67.84,27.75,0.39,0.7,1.75,1.57
MOODY,72.99,22.54,0.37,0.8,1.57,1.73
CONNER,80.81,15.41,0.38,0.51,1.44,1.44
SPARKS,85.92,10,0.4,0.73,1.56,1.39
MCGUIRE,89.56,6.19,0.53,0.51,1.51,1.7
LEON,13.02,3.02,1.16,0.45,0.71,81.65
BAUER,96.34,0.34,0.45,0.33,0.98,1.56
NORTON,89.66,6.08,0.43,1.09,1.34,1.41
POPE,72.86,23.12,0.36,0.59,1.61,1.45
FLYNN,93.64,2.8,0.48,0.56,1.07,1.46
HOGAN,82.38,13.86,0.41,0.47,1.27,1.61
ROBLES,5.88,0.51,2.05,0.44,0.53,90.58
SALINAS,5.68,0.2,0.98,0.25,0.39,92.5
YATES,82.61,13.29,0.44,0.63,1.46,1.57
LINDSEY,70.65,24.56,0.74,0.6,1.96,1.49
LLOYD,74.91,21.15,0.47,0.41,1.56,1.49
MARSH,85.01,11.32,0.42,0.5,1.41,1.34
MCBRIDE,76.51,19.02,0.38,0.81,1.54,1.73
OWEN,93.36,2.37,0.55,0.87,1.28,1.58
SOLIS,5.86,0.45,1.57,0.2,0.42,91.5
PHAM,1.31,0.18,95.86,0.06,1.98,0.63
LANG,84.16,9.9,2.34,0.56,1.41,1.63
PRATT,80.27,14.77,0.53,1.03,1.63,1.77
LARA,6.28,0.42,1.07,0.36,0.56,91.3
BROCK,85.02,11.18,0.33,0.68,1.43,1.36
BALLARD,77.29,18.46,0.29,0.87,1.58,1.51
TRUJILLO,9.07,0.2,0.22,1.86,0.59,88.07
SHAFFER,94.61,2.2,0.4,0.36,1.17,1.27
DRAKE,81.84,14.21,0.41,0.64,1.49,1.41
ROMAN,25.56,1.98,0.94,0.17,0.72,70.64
AGUIRRE,6.28,0.28,1.19,0.26,0.46,91.52
MORTON,75.94,19.46,0.51,0.77,1.76,1.57
STOKES,60.78,35.09,0.33,0.44,1.71,1.64
LAMB,87.41,8.45,0.58,0.57,1.37,1.63
PACHECO,18.19,0.5,1.18,0.9,1.52,77.71
PATRICK,76.02,19.4,0.51,1.01,1.61,1.45
COCHRAN,87.03,8.61,0.36,1.23,1.35,1.42
SHEPHERD,80.98,14.74,0.38,1.01,1.55,1.34
CAIN,80.07,15.95,0.49,0.66,1.48,1.36
BURNETT,72.77,22.7,0.39,0.79,1.88,1.48
HESS,95.94,0.86,0.48,0.42,1.03,1.27
LI,1.28,0.12,96.44,0.01,1.4,0.75
CERVANTES,3.96,0.12,0.85,0.26,0.32,94.49
OLSEN,95.28,0.28,0.64,0.73,1.36,1.7
BRIGGS,77.89,17.99,0.43,0.61,1.64,1.44
OCHOA,5.18,0.33,0.63,0.41,0.28,93.17
CABRERA,5.48,0.45,3.56,0.16,0.64,89.71
VELASQUEZ,5.34,0.57,1.74,0.59,0.51,91.26
MONTOYA,8.74,0.24,0.83,1.66,0.74,87.78
ROTH,96.27,0.46,0.72,0.24,0.99,1.33
MEYERS,91.17,4.49,0.67,0.65,1.39,1.64
CARDENAS,5.14,0.29,1.04,0.16,0.41,92.96
FUENTES,5.76,0.49,1.47,0.27,0.49,91.52
WEISS,96.45,0.36,0.47,0.19,1.08,1.46
HOOVER,93.27,3.25,0.4,0.63,1.22,1.24
WILKINS,65.2,30.04,0.34,0.88,1.81,1.72
NICHOLSON,77,18.74,0.41,0.6,1.63,1.62
UNDERWOOD,81,14.49,0.37,1.07,1.62,1.44
SHORT,85.71,9.93,0.5,0.91,1.51,1.44
CARSON,74.27,21.14,0.53,0.66,1.75,1.65
MORROW,81.58,14.32,0.44,0.68,1.56,1.42
COLON,7.9,2.07,0.28,0.14,0.57,89.03
HOLLOWAY,60.73,35.27,0.31,0.54,1.84,1.3
SUMMERS,80.58,14.48,0.5,1.13,1.68,1.63
BRYAN,84.48,10.23,0.5,0.68,1.72,2.4
PETERSEN,95.15,1.14,0.62,0.39,1.1,1.6
MCKENZIE,68.68,26.14,0.55,0.73,1.95,1.94
SERRANO,6.33,0.75,2.84,0.2,0.59,89.29
WILCOX,85.79,9.94,0.48,0.79,1.43,1.56
CAREY,83.21,12.75,0.43,0.64,1.53,1.43
CLAYTON,71.44,24.56,0.38,0.5,1.78,1.35
POOLE,74.92,21.82,0.37,0.36,1.45,1.08
CALDERON,5.92,0.67,1.67,0.19,0.45,91.1
GALLEGOS,8.34,0.15,0.46,0.61,0.53,89.9
GREER,75.62,20.62,0.35,0.44,1.49,1.47
RIVAS,5.82,0.61,0.4,0.33,0.4,92.43
GUERRA,12.73,0.74,0.51,0.56,0.59,84.87
DECKER,95.37,0.82,0.41,0.6,1.15,1.65
COLLIER,69.6,26.48,0.37,0.52,1.79,1.24
WALL,87.8,8,0.48,0.77,1.35,1.59
WHITAKER,73.4,23.2,0.34,0.42,1.4,1.25
BASS,71.82,23.74,0.39,0.63,1.76,1.66
FLOWERS,55.93,39.22,0.32,0.53,2.05,1.94
DAVENPORT,73.94,21.72,0.41,0.74,1.72,1.49
CONLEY,81.47,15.09,0.35,0.5,1.36,1.22
HOUSTON,54.63,40.92,0.42,0.56,1.97,1.5
HUFF,82.89,13.11,0.4,0.69,1.48,1.43
COPELAND,68.57,27.32,0.34,0.63,1.69,1.45
HOOD,76.59,19.08,0.4,1.01,1.59,1.33
MONROE,65.22,28.87,0.42,1.44,1.77,2.29
MASSEY,75.41,19.77,0.8,0.94,1.61,1.46
ROBERSON,53.85,42.11,0.28,0.59,1.88,1.29
COMBS,87.37,9.01,0.36,0.54,1.42,1.29
FRANCO,19.29,0.55,1.76,0.36,0.88,77.16
LARSEN,95.64,0.43,0.55,0.62,1.23,1.53
PITTMAN,66.35,30,0.28,0.61,1.54,1.21
RANDALL,76.37,18.86,0.46,1.09,1.64,1.58
SKINNER,81.4,14.45,0.4,0.63,1.44,1.68
WILKINSON,89.87,6.25,0.53,0.58,1.31,1.47
KIRBY,87.47,8.78,0.4,0.66,1.4,1.29
CAMERON,77.87,17.02,0.56,0.67,1.68,2.2
BRIDGES,70.46,25.54,0.37,0.52,1.67,1.45
ANTHONY,63.43,30.43,1.1,0.62,1.84,2.59
RICHARD,73.19,22.09,0.61,0.52,1.64,1.94
KIRK,84.75,10.42,0.41,1.3,1.69,1.44
BRUCE,79.85,14.99,0.53,1.02,1.73,1.87
SINGLETON,48.33,48.12,0.27,0.33,1.7,1.25
MATHIS,64.71,31.54,0.21,0.6,1.53,1.42
BRADFORD,67.27,28.47,0.35,0.6,1.72,1.6
BOONE,64.33,30.61,0.43,1.37,1.67,1.59
ABBOTT,91,4.56,0.49,0.69,1.46,1.8
CHARLES,38.87,47.28,0.8,2.05,3.71,7.28
ALLISON,83.01,12.22,0.45,1.23,1.57,1.52
SWEENEY,92.12,4.37,0.44,0.44,1.06,1.57
ATKINSON,81.73,13,0.41,0.54,1.35,2.97
HORN,86.75,8.31,0.84,1.16,1.46,1.48
JEFFERSON,18.72,75.24,0.25,1.85,2.38,1.57
ROSALES,4.19,0.35,2.55,0.24,0.44,92.23
YORK,87.72,7.69,0.6,0.93,1.45,1.61
CHRISTIAN,69.69,23.45,1.77,0.58,1.85,2.66
PHELPS,86.82,9.28,0.43,0.58,1.43,1.45
FARRELL,91.91,4.33,0.5,0.48,1.16,1.63
CASTANEDA,4.45,0.19,1.99,0.28,0.48,92.61
NASH,72.24,23.53,0.48,0.72,1.67,1.35
DICKERSON,65.09,30.91,0.33,0.43,1.87,1.38
BOND,78.18,17.05,0.57,0.83,1.75,1.62
WYATT,77.88,17.93,0.34,0.55,1.5,1.8
FOLEY,93.6,3.27,0.54,0.26,1.02,1.32
CHASE,83.65,10.98,0.52,1.6,1.55,1.7
GATES,77.13,18.66,0.48,0.71,1.49,1.52
VINCENT,82.26,12.05,0.94,0.6,1.83,2.33
MATHEWS,76.9,15.77,2.81,0.62,1.8,2.1
HODGE,71.1,24.27,0.38,0.62,1.73,1.89
GARRISON,85.31,10.45,0.4,0.72,1.5,1.62
TREVINO,7.41,0.22,0.17,0.49,0.38,91.33
VILLARREAL,6.57,0.16,0.18,0.22,0.34,92.53
HEATH,82.73,13.48,0.4,0.62,1.29,1.49
DALTON,88.39,7.51,0.4,0.69,1.35,1.66
VALENCIA,5.89,0.54,3.58,1.39,0.58,88.02
CALLAHAN,91.29,5.1,0.42,0.52,1.21,1.45
HENSLEY,94.24,1.61,0.34,0.93,1.39,1.49
ATKINS,70.28,25.51,0.39,0.56,1.82,1.44
HUFFMAN,92.88,3.92,0.33,0.54,1.13,1.2
ROY,79.9,9.25,5.58,1.62,1.8,1.85
BOYER,90.58,4.93,0.52,0.61,1.4,1.95
SHIELDS,78.28,17.26,0.42,1.03,1.53,1.47
LIN,2.29,0.13,95.13,0.03,2.02,0.4
HANCOCK,88.67,7.61,0.36,0.56,1.4,1.41
GRIMES,77.42,18.51,0.3,0.56,1.6,1.61
GLENN,63.64,32.18,0.36,0.6,1.62,1.61
CLINE,94.18,2.1,0.35,0.81,1.16,1.4
DELACRUZ,4.54,0.47,18.24,0.26,1.63,74.85
CAMACHO,7.13,0.57,2.77,0.22,0.88,88.43
DILLON,86.04,9.08,0.79,1,1.36,1.73
PARRISH,81.95,13.54,0.38,1.16,1.52,1.46
ONEILL,94.28,1.01,0.54,0.22,1.2,2.75
MELTON,82.29,13.59,0.41,0.94,1.42,1.36
BOOTH,85.15,10.32,0.52,1.02,1.46,1.53
KANE,91.64,3.38,1.5,0.54,1.32,1.62
BERG,95.91,0.39,0.54,0.4,1.12,1.63
HARRELL,68.77,27.8,0.3,0.44,1.45,1.24
PITTS,65.91,30.26,0.31,0.52,1.61,1.4
SAVAGE,77.24,18.59,0.42,0.67,1.61,1.46
WIGGINS,57.23,38.71,0.29,0.59,1.63,1.56
BRENNAN,95.97,0.69,0.59,0.3,0.95,1.5
SALAS,6.83,0.32,2.05,0.48,0.66,89.67
MARKS,81.35,13.47,0.58,0.9,1.82,1.89
RUSSO,95.14,0.35,0.37,0.17,1.17,2.79
SAWYER,82.52,13.29,0.52,0.59,1.59,1.49
BAXTER,82.59,13.24,0.48,0.68,1.46,1.54
GOLDEN,76.78,19.22,0.35,0.65,1.47,1.53
HUTCHINSON,78.4,17,0.5,0.6,1.77,1.72
LIU,1.83,0.15,95.46,0.04,2.06,0.46
WALTER,90.17,5.96,0.61,0.42,1.22,1.62
MCDOWELL,72.22,23.85,0.38,0.54,1.55,1.46
WILEY,67.53,28.42,0.38,0.59,1.68,1.4
RICH,86.98,8.91,0.55,0.58,1.36,1.62
HUMPHREY,74.03,21.94,0.33,0.64,1.56,1.5
JOHNS,81.25,12.7,0.67,1.98,1.84,1.56
KOCH,96.89,0.19,0.54,0.23,0.88,1.26
SUAREZ,9.32,0.67,2.11,0.2,0.45,87.25
HOBBS,80.8,15.36,0.33,0.66,1.43,1.42
BEARD,77.09,18.93,0.33,0.65,1.55,1.45
GILMORE,68.2,27.09,0.36,0.86,1.75,1.75
IBARRA,3.24,0.14,1.42,0.19,0.33,94.67
KEITH,81.17,14.1,0.52,1.04,1.56,1.61
MACIAS,5.26,0.18,0.29,0.26,0.37,93.64
KHAN,7.92,3.26,70.5,0.47,15.63,2.22
ANDRADE,16.92,1.67,1.72,0.25,5.02,74.41
WARE,51.5,43.85,0.36,0.78,1.95,1.56
STEPHENSON,83.02,12.49,0.46,0.6,1.67,1.77
HENSON,84.46,10.34,0.77,1.17,1.78,1.48
WILKERSON,66.92,28.77,0.37,0.61,1.82,1.51
DYER,85.82,10.08,0.44,0.6,1.47,1.6
MCCLURE,86.71,9.19,0.4,0.7,1.54,1.46
BLACKWELL,67.71,28.04,0.29,0.68,2,1.28
MERCADO,5.68,0.56,6.43,0.19,0.85,86.29
TANNER,84.06,11.26,0.45,1.01,1.61,1.61
EATON,86.74,9.49,0.44,0.61,1.24,1.48
CLAY,55.4,39.83,0.32,0.95,2.07,1.42
BARRON,53.82,9.41,0.58,0.47,1.06,34.66
BEASLEY,69.02,27.01,0.34,0.7,1.63,1.3
ONEAL,66.96,28.52,0.33,0.77,1.75,1.66
PRESTON,75.24,19.95,0.45,0.99,1.62,1.75
SMALL,64.63,30.53,0.41,1.14,1.71,1.58
WU,1.32,0.19,95.94,0.02,2,0.52
ZAMORA,5.99,0.22,2.37,0.37,0.53,90.52
MACDONALD,95.05,1.04,0.65,0.29,1.2,1.77
VANCE,83.42,12.46,0.39,0.71,1.51,1.51
SNOW,86.75,8.55,0.48,1.43,1.49,1.3
MCCLAIN,64.2,31.73,0.29,0.4,1.92,1.45
STAFFORD,81.14,14.72,0.35,0.78,1.53,1.48
OROZCO,3.86,0.12,0.39,0.27,0.28,95.07
BARRY,89.21,6.83,0.57,0.41,1.24,1.74
ENGLISH,74.07,21.27,0.56,0.61,1.82,1.66
SHANNON,77.39,18.73,0.45,0.38,1.55,1.5
KLINE,95.38,1.55,0.45,0.33,0.94,1.35
JACOBSON,96.05,0.38,0.53,0.48,1.09,1.47
WOODARD,62.49,33.58,0.3,0.49,1.72,1.41
HUANG,1.03,0.09,96.83,0.02,1.74,0.29
KEMP,73.76,22.17,0.37,0.64,1.71,1.34
MOSLEY,42.69,52.83,0.26,0.53,2.18,1.51
PRINCE,70.04,24.75,0.5,0.75,1.77,2.2
MERRITT,77.23,18.95,0.44,0.61,1.48,1.29
HURST,86.51,10,0.36,0.48,1.18,1.47
VILLANUEVA,4.88,0.39,12.52,0.23,1.23,80.75
ROACH,82.24,13.23,0.44,0.76,1.58,1.76
NOLAN,88.58,7.24,0.41,0.52,1.23,2.02
LAM,7.82,0.42,87.47,0.07,2.14,2.08
YODER,98.11,0.14,0.18,0.18,0.71,0.68
MCCULLOUGH,75.87,20.44,0.39,0.38,1.41,1.51
LESTER,77.72,18.1,0.29,1.08,1.32,1.49
SANTANA,6.2,1.14,0.45,0.19,0.88,91.13
VALENZUELA,5.55,0.21,2.36,2.06,0.63,89.18
WINTERS,81.09,14.47,0.53,0.71,1.57,1.64
BARRERA,5.79,0.24,1.34,0.19,0.4,92.03
LEACH,82.67,13.26,0.44,0.79,1.4,1.44
ORR,81.82,13.99,0.58,0.71,1.41,1.49
BERGER,93.9,2.39,0.49,0.35,1.18,1.69
MCKEE,89.46,6.28,0.51,0.84,1.49,1.42
STRONG,69.4,25.19,0.53,1.44,1.73,1.72
CONWAY,83.65,12.16,0.43,0.65,1.49,1.62
STEIN,95.59,0.9,0.51,0.29,1.1,1.63
WHITEHEAD,72.87,23.3,0.32,0.67,1.36,1.47
BULLOCK,64.13,32,0.33,0.53,1.66,1.34
ESCOBAR,6.32,0.46,1.83,0.29,0.54,90.56
KNOX,65.71,30.25,0.37,0.65,1.62,1.4
MEADOWS,82.93,13.59,0.27,0.42,1.42,1.36
SOLOMON,62.53,29.65,2.21,1.21,2.2,2.2
VELEZ,7.22,0.97,0.8,0.09,0.57,90.35
ODONNELL,96.46,0.38,0.47,0.18,1.01,1.51
KERR,89.19,6.31,0.64,0.56,1.63,1.67
STOUT,93.47,2.19,0.39,0.82,1.46,1.68
BLANKENSHIP,94.98,1.8,0.25,0.67,1.25,1.04
BROWNING,88.99,7.06,0.42,0.73,1.33,1.47
KENT,86.06,9.88,0.62,0.59,1.48,1.37
LOZANO,6.6,0.26,1.66,0.26,0.44,90.78
BARTLETT,92.43,3.37,0.5,0.54,1.47,1.69
PRUITT,75.13,20.8,0.25,0.74,1.68,1.4
BUCK,89.86,5.42,0.62,1.42,1.38,1.3
BARR,84.99,10.98,0.49,0.91,1.16,1.48
GAINES,45.12,50.27,0.32,0.56,2.06,1.67
DURHAM,75.5,20.74,0.32,0.6,1.54,1.31
GENTRY,84.11,11.83,0.31,0.63,1.51,1.6
MCINTYRE,81.17,15.14,0.47,0.41,1.31,1.5
SLOAN,81.91,13.08,0.42,1.58,1.44,1.57
MELENDEZ,5.63,1,0.46,0.31,0.56,92.04
ROCHA,17.47,0.42,0.58,0.37,2.05,79.11
HERMAN,92.35,3.01,0.64,0.94,1.1,1.96
SEXTON,92.92,3.38,0.33,0.73,1.25,1.39
MOON,70.43,10.28,14.85,1.05,1.89,1.5
HENDRICKS,78.17,16.55,0.53,1.26,1.77,1.72
RANGEL,6.08,0.23,0.26,0.26,0.4,92.77
STARK,93.71,2.4,0.47,0.7,1.22,1.49
LOWERY,70.35,22.05,0.27,4.39,1.64,1.3
HARDIN,79.56,15.62,0.36,1.29,1.69,1.47
HULL,87.34,8.23,0.45,0.79,1.44,1.75
SELLERS,78.89,16.91,0.42,0.9,1.42,1.46
ELLISON,68.41,27.61,0.4,0.64,1.54,1.4
CALHOUN,64.38,31.86,0.38,0.47,1.7,1.21
GILLESPIE,83.59,12.8,0.33,0.55,1.18,1.56
MORA,8.64,0.42,1.05,0.36,0.4,89.12
KNAPP,95.9,0.55,0.39,0.5,1.14,1.52
MCCALL,68.45,27.69,0.35,0.44,1.52,1.56
MORSE,91.55,4.35,0.61,0.52,1.55,1.42
DORSEY,43.97,51.81,0.29,0.44,2.27,1.22
WEEKS,86.04,9.64,0.49,0.78,1.41,1.64
NIELSEN,95.63,0.29,0.65,0.5,1.23,1.7
LIVINGSTON,74.69,19.78,0.48,1.83,1.53,1.69
LEBLANC,88.09,7.94,0.36,0.58,1.27,1.76
MCLEAN,70.6,24.8,0.46,0.54,1.8,1.79
BRADSHAW,80.46,15.58,0.35,0.53,1.52,1.56
GLASS,79.39,16.46,0.4,0.85,1.42,1.47
MIDDLETON,69.3,27.04,0.34,0.45,1.58,1.28
BUCKLEY,85.21,10.72,0.46,0.64,1.25,1.71
SCHAEFER,96.61,0.38,0.51,0.29,0.95,1.26
FROST,88,7.34,0.6,0.88,1.68,1.5
HOWE,92.25,2.77,0.76,1.22,1.52,1.48
HOUSE,77.33,17.85,0.35,1.61,1.56,1.3
MCINTOSH,72.78,22.22,0.37,1.14,1.96,1.52
HO,2.69,0.26,93.08,0.06,2.99,0.92
PENNINGTON,89.36,7.05,0.32,0.53,1.46,1.29
REILLY,96.07,0.56,0.54,0.14,1.04,1.66
HEBERT,91.99,4.74,0.29,0.41,1.11,1.45
MCFARLAND,80.85,15.39,0.45,0.51,1.33,1.47
HICKMAN,77.49,17.87,0.38,1.12,1.6,1.53
NOBLE,80.83,13.46,1.07,0.66,1.8,2.17
SPEARS,69.54,25.63,0.32,1.4,1.73,1.37
CONRAD,93.61,2.82,0.5,0.59,1.07,1.41
ARIAS,5.8,0.38,0.94,0.22,0.46,92.21
GALVAN,6.87,0.21,0.61,0.39,0.37,91.54
VELAZQUEZ,3.96,0.51,0.13,0.21,0.28,94.89
HUYNH,1.02,0.11,96.17,0.03,2.04,0.63
FREDERICK,82.9,12.8,0.49,0.79,1.49,1.53
RANDOLPH,58.2,37.29,0.4,0.69,2.06,1.38
CANTU,7.67,0.54,0.16,0.26,0.4,90.96
FITZPATRICK,87.12,9.21,0.5,0.37,1.22,1.58
MAHONEY,92.62,4.09,0.47,0.24,1.16,1.42
PECK,92.39,3.45,0.66,0.48,1.38,1.63
VILLA,10.17,0.43,2.09,0.41,0.64,86.25
MICHAEL,86.36,7.62,1.13,0.73,1.93,2.23
DONOVAN,94.59,1.7,0.53,0.23,1.08,1.87
MCCONNELL,90.56,5.67,0.41,0.72,1.4,1.24
WALLS,70.97,25,0.28,0.66,1.65,1.43
BOYLE,95.02,1.83,0.42,0.3,0.89,1.54
MAYER,94.55,1.17,0.66,0.3,1.13,2.19
ZUNIGA,4.57,0.42,0.76,0.29,0.34,93.62
GILES,67.59,26.14,0.35,0.5,1.65,3.77
PINEDA,4.29,0.35,5.46,0.15,0.52,89.23
PACE,80.08,15.91,0.47,0.43,1.52,1.59
HURLEY,91.9,4.48,0.52,0.62,1.24,1.24
MAYS,57.59,38.43,0.28,0.47,1.85,1.37
MCMILLAN,70.88,24.45,0.42,1.16,1.76,1.33
CROSBY,72.62,23.1,0.42,0.79,1.44,1.63
AYERS,85,11.37,0.44,0.43,1.55,1.21
CASE,93.55,2,0.58,1.04,1.34,1.49
BENTLEY,84,12.12,0.43,0.45,1.4,1.61
SHEPARD,78.43,17.14,0.43,0.9,1.48,1.62
EVERETT,71.64,23.31,0.39,0.63,1.6,2.43
PUGH,69.78,26.94,0.36,0.4,1.32,1.2
DAVID,65.29,13.75,10.5,1.84,2.6,6.03
MCMAHON,94.85,1.97,0.49,0.22,1.05,1.42
DUNLAP,77.58,18.61,0.32,0.61,1.49,1.39
BENDER,90.21,6.15,0.46,0.61,1.27,1.29
HAHN,91.64,0.38,5.2,0.28,1.24,1.27
HARDING,82.19,13.2,0.55,0.81,1.64,1.62
ACEVEDO,5.58,0.67,0.4,0.23,0.49,92.63
RAYMOND,82.76,11.12,0.79,0.88,2.08,2.38
BLACKBURN,88.9,7.01,0.37,0.83,1.47,1.41
DUFFY,92.13,4.13,0.62,0.47,1.16,1.5
LANDRY,84.84,11.98,0.39,0.37,1.18,1.23
DOUGHERTY,95.88,1,0.42,0.29,0.93,1.49
BAUTISTA,3.76,0.3,22.04,0.49,1.85,71.56
SHAH,4.05,1.14,87.8,0.24,5.88,0.89
POTTS,81.77,13.81,0.41,1.25,1.45,1.3
ARROYO,5.26,0.68,1.01,0.18,0.38,92.48
VALENTINE,68.97,22.19,0.45,0.54,1.77,6.07
MEZA,4.25,0.29,0.17,0.3,0.25,94.73
GOULD,88.59,6.7,0.53,1.29,1.46,1.42
VAUGHAN,84.03,12.38,0.37,0.49,1.33,1.39
FRY,92.6,3.13,0.5,0.9,1.43,1.45
RUSH,76.89,19.33,0.41,0.58,1.32,1.47
AVERY,72.69,23.06,0.44,0.73,1.67,1.42
HERRING,74.74,21.57,0.39,0.39,1.41,1.5
DODSON,83.09,12.23,0.42,1.13,1.61,1.51
CLEMENTS,86.47,9.71,0.38,0.55,1.44,1.46
SAMPSON,62.78,28.87,0.62,3.81,2.16,1.76
TAPIA,5.19,0.29,0.66,0.53,0.47,92.87
BEAN,83.01,12.77,0.45,0.86,1.48,1.45
LYNN,86.49,8.78,0.96,0.68,1.4,1.68
CRANE,91.58,4.27,0.54,0.68,1.3,1.62
FARLEY,85.58,10.34,0.43,0.75,1.39,1.52
CISNEROS,4.98,0.27,0.18,0.22,0.31,94.05
BENTON,71.59,23.99,0.44,0.82,1.68,1.49
ASHLEY,74.37,19.6,0.39,2.36,1.7,1.58
MCKAY,82.16,12.95,0.52,1.11,1.64,1.63
FINLEY,74.74,20.65,0.42,1.2,1.58,1.41
BEST,73.73,22.04,0.33,0.53,1.48,1.88
BLEVINS,91.1,4.76,0.29,1.03,1.67,1.15
FRIEDMAN,96.54,0.46,0.4,0.11,1.26,1.22
MOSES,57.92,33.8,1.5,2.86,2.24,1.68
SOSA,5.76,0.44,0.65,0.21,0.49,92.45
BLANCHARD,87.06,8.63,0.41,0.86,1.38,1.67
HUBER,96.62,0.35,0.45,0.31,0.98,1.3
FRYE,84.31,11.53,0.41,0.92,1.49,1.35
KRUEGER,97.06,0.16,0.43,0.29,0.9,1.15
BERNARD,67.36,23.32,0.77,0.73,2.2,5.62
ROSARIO,6.17,1.69,4.11,0.16,1.09,86.79
RUBIO,6.4,0.39,1.85,0.42,0.53,90.41
MULLEN,89.68,6.41,0.58,0.56,1.24,1.54
BENJAMIN,53.29,39.24,1.82,0.94,2.37,2.35
HALEY,83.27,12.9,0.4,0.66,1.36,1.41
CHUNG,2.34,1.93,91.02,0.04,3.62,1.05
MOYER,94.94,2.26,0.41,0.35,0.95,1.09
CHOI,1.5,0.15,96.46,0.03,1.51,0.35
HORNE,73.44,22.96,0.42,0.54,1.39,1.25
YU,1.45,(S),96.22,(S),1.68,0.56
WOODWARD,91.25,4.72,0.59,0.54,1.42,1.49
ALI,15.25,21.83,41.9,0.58,17.49,2.95
NIXON,65.46,29.85,0.42,0.64,1.75,1.89
HAYDEN,82.78,13.35,0.44,0.39,1.66,1.39
RIVERS,42.48,50.21,0.54,1.98,2.26,2.53
ESTES,88.53,6.72,0.46,1.18,1.49,1.63
MCCARTY,90.18,5.82,0.34,0.81,1.37,1.49
RICHMOND,74.23,21.73,0.46,0.59,1.67,1.32
STUART,85.41,9.81,0.46,0.53,1.66,2.14
MAYNARD,88.94,6.64,0.35,0.73,1.37,1.96
BRANDT,95.56,0.8,0.54,0.34,1.08,1.69
OCONNELL,96.43,0.29,0.5,0.2,1.12,1.45
HANNA,87.38,6.46,0.61,0.63,3.14,1.77
SANFORD,78.41,17.36,0.41,0.62,1.6,1.6
SHEPPARD,70.37,25.26,0.39,0.7,1.56,1.72
CHURCH,90.86,5.22,0.37,0.7,1.41,1.44
BURCH,80.58,14.86,0.46,0.82,1.56,1.73
LEVY,82.6,11.23,0.62,0.17,1.77,3.6
RASMUSSEN,96.02,0.2,0.67,0.32,1.18,1.62
COFFEY,89.96,6.37,0.39,0.62,1.31,1.36
PONCE,6.34,0.36,1.93,0.22,0.49,90.66
FAULKNER,81.58,14.54,0.41,0.52,1.44,1.5
DONALDSON,74.7,21.23,0.42,0.44,1.66,1.55
SCHMITT,96.82,0.19,0.42,0.32,0.88,1.37
NOVAK,96.84,0.27,0.44,0.24,0.95,1.26
COSTA,83.35,1.21,1.38,0.36,5.22,8.48
MONTES,5.88,0.61,0.83,0.36,0.48,91.83
BOOKER,30.09,65.57,0.18,0.33,2.34,1.49
CORDOVA,11.18,0.64,1.29,0.84,0.72,85.32
WALLER,71.82,24.64,0.38,0.39,1.52,1.26
ARELLANO,5.02,0.15,2.78,0.3,0.52,91.23
MADDOX,72.36,23.99,0.27,0.58,1.56,1.23
MATA,6.15,0.21,2.42,0.35,0.82,90.05
BONILLA,5.49,0.85,1.14,0.19,0.53,91.81
STANTON,84.09,11.72,0.48,0.64,1.53,1.54
COMPTON,88.96,7.22,0.34,0.74,1.22,1.51
KAUFMAN,95.77,1.31,0.46,0.23,0.93,1.29
DUDLEY,68.68,26.99,0.4,0.65,1.69,1.59
MCPHERSON,76.9,18.88,0.43,0.67,1.7,1.43
BELTRAN,5.93,0.3,3.49,0.28,0.5,89.5
DICKSON,78.17,16.55,0.53,1.25,1.59,1.91
MCCANN,91.23,5.39,0.49,0.4,1.12,1.38
VILLEGAS,4.47,0.33,3.2,0.39,0.49,91.11
PROCTOR,72.28,21.24,0.41,2.25,2.32,1.5
HESTER,75.85,20.78,0.42,0.37,1.45,1.14
CANTRELL,91.12,4.65,0.36,1.28,1.22,1.37
DAUGHERTY,91.64,4.17,0.43,0.98,1.43,1.34
CHERRY,60.87,34.98,0.51,0.44,1.81,1.38
BRAY,83.07,12.27,0.47,0.82,1.62,1.75
DAVILA,6.71,0.72,0.35,0.21,0.41,91.6
ROWLAND,88.72,6.97,0.47,0.99,1.37,1.48
LEVINE,92.54,3.96,0.45,0.15,1.04,1.87
MADDEN,86.7,9.78,0.46,0.39,1.37,1.29
SPENCE,75.73,19.67,0.46,0.58,1.74,1.81
GOOD,91.3,5.11,0.48,0.44,1.18,1.47
IRWIN,93.92,2.15,0.49,0.66,1.31,1.47
WERNER,96.4,0.37,0.59,0.27,0.97,1.39
